Date	P	D	E	CPI	Datef	GS10	RealP	RealD	Rtotr	RealE	RealTRE	PE10
1944.08	12.81	0.64	0.91	17.70	1944.62	2.42	234.97	11.68	11748.89	16.63	831.56	11.54
1944.09	12.60	0.64	0.90	17.70	1944.71	2.41	231.12	11.74	11605.20	16.51	828.94	11.33
1944.10	12.91	0.64	0.91	17.70	1944.79	2.40	236.81	11.74	11939.85	16.69	841.62	11.58
1944.11	12.82	0.64	0.92	17.70	1944.87	2.39	235.16	11.74	11905.94	16.88	854.40	11.48
1944.12	13.10	0.64	0.93	17.80	1944.96	2.38	238.94	11.67	12146.88	16.96	862.34	11.64
1945.01	13.49	0.64	0.94	17.80	1945.04	2.37	246.06	11.73	12558.21	17.15	875.07	11.96
1945.02	13.94	0.65	0.95	17.80	1945.12	2.36	254.27	11.80	13027.30	17.33	887.80	12.34
1945.03	13.93	0.65	0.96	17.80	1945.21	2.34	254.08	11.86	13068.57	17.51	900.63	12.32
1945.04	14.28	0.65	0.97	17.80	1945.29	2.33	260.47	11.86	13447.74	17.75	916.61	12.63
1945.05	14.82	0.65	0.99	17.90	1945.37	2.31	268.81	11.79	13929.03	17.90	927.35	13.04
1945.06	15.09	0.65	1.00	18.10	1945.46	2.30	270.68	11.66	14076.43	17.94	932.83	13.13
1945.07	14.78	0.65	1.00	18.10	1945.54	2.28	265.12	11.72	13838.04	17.88	933.15	12.87
1945.08	14.83	0.66	0.99	18.10	1945.62	2.27	266.02	11.78	13936.09	17.82	933.46	12.92
1945.09	15.84	0.66	0.99	18.10	1945.71	2.25	284.13	11.84	14936.89	17.76	933.56	13.80
1945.10	16.50	0.66	0.98	18.10	1945.79	2.24	295.97	11.84	15611.12	17.58	927.21	14.37
1945.11	17.04	0.66	0.97	18.10	1945.87	2.22	305.66	11.84	16174.07	17.40	920.71	14.85
1945.12	17.33	0.66	0.96	18.20	1945.96	2.21	309.15	11.77	16410.87	17.13	909.08	15.02
1946.01	18.02	0.67	0.94	18.20	1946.04	2.19	321.46	11.89	17116.88	16.77	892.89	15.62
1946.02	18.07	0.67	0.92	18.10	1946.12	2.20	324.13	12.08	17312.80	16.50	881.45	15.76
1946.03	17.53	0.68	0.90	18.30	1946.21	2.20	311.01	12.06	16665.57	15.97	855.62	15.13
1946.04	18.66	0.68	0.88	18.40	1946.29	2.21	329.26	12.00	17697.02	15.53	834.59	16.04
1946.05	18.70	0.68	0.86	18.50	1946.37	2.21	328.18	11.93	17692.54	15.09	813.67	16.01
1946.06	18.58	0.68	0.84	18.70	1946.46	2.22	322.59	11.81	17444.04	14.58	788.64	15.77
1946.07	18.05	0.68	0.86	19.80	1946.54	2.22	295.98	11.21	16055.46	14.05	762.00	14.51
1946.08	17.70	0.69	0.87	20.20	1946.62	2.23	284.49	11.04	15482.26	14.04	763.91	13.98
1946.09	15.09	0.69	0.89	20.40	1946.71	2.23	240.16	10.98	13119.68	14.16	773.79	11.84
1946.10	14.75	0.70	0.95	20.80	1946.79	2.24	230.24	10.87	12626.97	14.78	810.41	11.39
1946.11	14.69	0.70	1.00	21.30	1946.87	2.24	223.92	10.72	12329.40	15.29	842.10	11.11
1946.12	15.13	0.71	1.06	21.50	1946.96	2.25	228.48	10.72	12629.76	16.01	884.83	11.37
1947.01	15.21	0.71	1.13	21.50	1947.04	2.25	229.69	10.77	12746.16	17.06	946.95	11.47
1947.02	15.80	0.72	1.20	21.50	1947.12	2.27	238.60	10.82	13290.64	18.12	1009.42	11.95
1947.03	15.16	0.72	1.27	21.90	1947.21	2.28	224.75	10.67	12568.91	18.83	1052.94	11.29
1947.04	14.60	0.73	1.33	21.90	1947.29	2.30	216.45	10.87	12155.29	19.67	1104.52	10.90
1947.05	14.34	0.75	1.38	21.90	1947.37	2.31	212.59	11.07	11990.63	20.51	1156.69	10.73
1947.06	14.84	0.76	1.44	22.00	1947.46	2.33	219.01	11.22	12405.03	21.25	1203.72	11.08
1947.07	15.77	0.77	1.48	22.20	1947.54	2.35	230.63	11.26	13116.83	21.60	1228.23	11.70
1947.08	15.46	0.78	1.51	22.50	1947.62	2.36	223.09	11.26	12740.87	21.84	1247.16	11.34
1947.09	15.06	0.79	1.55	23.00	1947.71	2.38	212.59	11.15	12194.49	21.88	1255.08	10.83
1947.10	15.45	0.81	1.57	23.00	1947.79	2.39	218.09	11.39	12564.72	22.16	1276.80	11.13
1947.11	15.27	0.82	1.59	23.10	1947.87	2.41	214.62	11.57	12420.13	22.35	1293.25	10.98
1947.12	15.03	0.84	1.61	23.40	1947.96	2.42	208.54	11.65	12124.40	22.34	1298.75	10.68
1948.01	14.83	0.84	1.64	23.70	1948.04	2.44	203.16	11.55	11867.60	22.51	1315.06	10.42
1948.02	14.10	0.85	1.68	23.50	1948.12	2.43	194.80	11.70	11436.40	23.16	1359.93	10.00
1948.03	14.30	0.85	1.71	23.40	1948.21	2.42	198.41	11.79	11705.88	23.73	1399.79	10.19
1948.04	15.40	0.85	1.76	23.80	1948.29	2.41	210.08	11.60	12451.47	24.01	1423.03	10.78
1948.05	16.15	0.85	1.81	23.90	1948.37	2.40	219.39	11.55	13060.27	24.59	1463.72	11.24
1948.06	16.82	0.85	1.86	24.10	1948.46	2.39	226.60	11.45	13546.01	25.06	1497.95	11.58
1948.07	16.42	0.86	1.93	24.40	1948.54	2.38	218.49	11.40	13118.07	25.68	1541.89	11.13
1948.08	15.94	0.86	2.00	24.50	1948.62	2.36	211.24	11.44	12739.86	26.50	1598.48	10.72
1948.09	15.76	0.87	2.07	24.50	1948.71	2.35	208.85	11.53	12653.94	27.43	1662.03	10.55
1948.10	16.19	0.89	2.14	24.40	1948.79	2.34	215.43	11.84	13112.26	28.52	1735.88	10.83
1948.11	15.29	0.91	2.22	24.20	1948.87	2.33	205.13	12.21	12547.62	29.74	1819.09	10.25
1948.12	15.19	0.93	2.29	24.10	1948.96	2.32	204.64	12.53	12581.15	30.85	1896.70	10.16
1949.01	15.36	0.95	2.32	24.00	1949.04	2.31	207.79	12.81	12840.57	31.38	1939.46	10.25
1949.02	14.77	0.96	2.35	23.80	1949.12	2.31	201.49	13.14	12518.78	32.06	1991.82	9.87
1949.03	14.91	0.98	2.38	23.80	1949.21	2.31	203.40	13.37	12706.66	32.47	2028.29	9.90
1949.04	14.89	0.99	2.39	23.90	1949.29	2.31	202.27	13.49	12706.77	32.42	2036.73	9.78
1949.05	14.78	1.01	2.39	23.80	1949.37	2.31	201.62	13.73	12737.78	32.65	2062.63	9.69
1949.06	13.97	1.02	2.40	23.90	1949.46	2.31	189.78	13.86	12062.28	32.60	2072.26	9.07
1949.07	14.76	1.03	2.40	23.70	1949.54	2.32	202.20	14.06	12926.44	32.83	2098.94	9.61
1949.08	15.29	1.03	2.39	23.80	1949.62	2.32	208.58	14.10	13409.43	32.65	2098.97	9.85
1949.09	15.49	1.04	2.39	23.90	1949.71	2.32	210.43	14.13	13603.68	32.47	2098.95	9.88
1949.10	15.89	1.07	2.37	23.70	1949.79	2.32	217.68	14.70	14151.95	32.42	2107.80	10.17
1949.11	16.11	1.11	2.34	23.80	1949.87	2.32	219.77	15.10	14369.39	31.97	2090.14	10.22
1949.12	16.54	1.14	2.32	23.60	1949.96	2.32	227.55	15.68	14963.41	31.92	2098.86	10.53
1950.01	16.88	1.15	2.34	23.50	1950.04	2.32	233.21	15.89	15423.05	32.28	2134.99	10.75
1950.02	17.21	1.16	2.35	23.50	1950.12	2.34	237.77	16.03	15812.89	32.51	2162.29	10.91
1950.03	17.35	1.17	2.37	23.60	1950.21	2.36	238.69	16.10	15963.19	32.60	2180.56	10.91
1950.04	17.84	1.18	2.43	23.60	1950.29	2.38	245.43	16.23	16504.49	33.38	2245.01	11.18
1950.05	18.44	1.19	2.48	23.70	1950.37	2.40	252.61	16.30	17078.95	34.02	2300.04	11.46
1950.06	18.74	1.20	2.54	23.80	1950.46	2.42	255.65	16.37	17376.11	34.65	2355.14	11.55
1950.07	17.38	1.24	2.60	24.10	1950.54	2.45	234.14	16.75	16009.36	35.03	2394.96	10.54
1950.08	18.43	1.29	2.66	24.30	1950.62	2.47	246.24	17.19	16934.78	35.54	2444.20	11.04
1950.09	19.08	1.33	2.72	24.40	1950.71	2.49	253.88	17.70	17561.62	36.19	2503.54	11.34
1950.10	19.87	1.38	2.76	24.60	1950.79	2.51	262.25	18.17	18244.80	36.43	2534.26	11.66
1950.11	19.83	1.42	2.80	24.70	1950.87	2.53	260.66	18.71	18242.82	36.80	2575.89	11.54
1950.12	19.75	1.47	2.84	25.00	1950.96	2.55	256.49	19.09	18062.54	36.88	2597.35	11.31
1951.01	21.21	1.49	2.84	25.40	1951.04	2.57	271.11	19.00	19203.84	36.26	2568.36	11.90
1951.02	22.00	1.50	2.83	25.70	1951.12	2.58	277.93	18.99	19798.70	35.79	2549.83	12.14
1951.03	21.63	1.52	2.83	25.80	1951.21	2.59	272.20	19.13	19503.82	35.61	2551.82	11.84
1951.04	21.92	1.53	2.79	25.80	1951.29	2.60	275.85	19.30	19880.53	35.15	2533.43	11.95
1951.05	21.93	1.55	2.76	25.90	1951.37	2.61	274.91	19.39	19929.26	34.56	2505.17	11.86
1951.06	21.55	1.56	2.72	25.90	1951.46	2.62	270.14	19.56	19702.06	34.10	2486.76	11.62
1951.07	21.93	1.55	2.65	25.90	1951.54	2.63	274.91	19.39	20167.32	33.22	2437.00	11.78
1951.08	22.89	1.53	2.58	25.90	1951.62	2.63	286.94	19.22	21167.66	32.34	2385.87	12.26
1951.09	23.48	1.52	2.51	26.10	1951.71	2.64	292.08	18.91	21663.12	31.22	2315.78	12.44
1951.10	23.36	1.48	2.49	26.20	1951.79	2.65	289.48	18.38	21583.75	30.81	2297.59	12.31
1951.11	22.71	1.45	2.46	26.40	1951.87	2.66	279.29	17.79	20934.76	30.29	2270.77	11.85
1951.12	23.41	1.41	2.44	26.50	1951.96	2.67	286.81	17.28	21606.51	29.89	2252.02	12.15
1952.01	24.19	1.41	2.43	26.50	1952.04	2.68	296.37	17.32	22435.13	29.73	2250.63	12.53
1952.02	23.75	1.42	2.41	26.30	1952.12	2.69	293.19	17.49	22304.88	29.79	2266.49	12.36
1952.03	23.81	1.42	2.40	26.30	1952.21	2.71	293.93	17.53	22472.36	29.63	2265.17	12.36
1952.04	23.74	1.43	2.38	26.40	1952.29	2.72	291.96	17.59	22433.47	29.27	2249.02	12.24
1952.05	23.73	1.44	2.36	26.40	1952.37	2.73	291.84	17.71	22537.41	29.02	2241.39	12.20
1952.06	24.38	1.45	2.34	26.50	1952.46	2.74	298.70	17.77	23181.70	28.67	2224.99	12.45
1952.07	25.08	1.45	2.35	26.70	1952.54	2.76	304.97	17.63	23782.69	28.54	2225.28	12.67
1952.08	25.18	1.45	2.35	26.70	1952.62	2.77	306.19	17.63	23992.10	28.62	2242.31	12.68
1952.09	24.78	1.45	2.36	26.70	1952.71	2.78	301.32	17.63	23726.11	28.70	2259.63	12.43
1952.10	24.26	1.44	2.37	26.70	1952.79	2.79	295.00	17.47	23342.85	28.86	2283.61	12.13
1952.11	25.03	1.42	2.39	26.70	1952.87	2.81	304.36	17.31	24197.87	29.02	2307.32	12.47
1952.12	26.04	1.41	2.40	26.70	1952.96	2.82	316.65	17.15	25287.89	29.18	2330.68	12.93
1953.01	26.18	1.41	2.41	26.60	1953.04	2.83	319.55	17.21	25633.95	29.42	2359.73	13.01
1953.02	25.86	1.41	2.42	26.50	1953.12	2.80	316.83	17.28	25531.66	29.65	2389.27	12.86
1953.03	25.99	1.41	2.43	26.60	1953.21	2.77	317.23	17.21	25679.12	29.66	2400.93	12.83
1953.04	24.71	1.41	2.46	26.60	1953.29	2.83	301.60	17.25	24530.80	29.99	2438.85	12.16
1953.05	24.84	1.42	2.48	26.70	1953.37	3.05	302.05	17.23	24684.26	30.20	2467.76	12.14
1953.06	23.95	1.42	2.51	26.80	1953.46	3.11	290.15	17.20	23828.18	30.41	2497.23	11.62
1953.07	24.29	1.42	2.52	26.80	1953.54	2.93	294.26	17.20	24284.19	30.57	2522.73	11.75
1953.08	24.39	1.42	2.54	26.90	1953.62	2.95	294.38	17.14	24411.38	30.62	2538.89	11.72
1953.09	23.27	1.42	2.55	26.90	1953.71	2.87	280.86	17.14	23408.83	30.78	2565.21	11.14
1953.10	23.97	1.43	2.54	27.00	1953.79	2.66	288.24	17.20	24143.14	30.50	2554.99	11.39
1953.11	24.50	1.44	2.52	26.90	1953.87	2.68	295.70	17.38	24890.02	30.46	2563.50	11.64
1953.12	24.83	1.45	2.51	26.90	1953.96	2.59	299.69	17.50	25348.03	30.29	2562.37	11.75
1954.01	25.46	1.46	2.52	26.90	1954.04	2.48	307.29	17.58	26115.09	30.46	2588.26	12.00
1954.02	26.02	1.46	2.54	26.90	1954.12	2.47	314.05	17.66	26814.58	30.62	2614.13	12.22
1954.03	26.57	1.47	2.55	26.90	1954.21	2.37	320.69	17.74	27507.62	30.78	2639.99	12.42
1954.04	27.63	1.46	2.57	26.80	1954.29	2.29	334.73	17.73	28838.48	31.17	2685.88	12.91
1954.05	28.73	1.46	2.60	26.90	1954.37	2.37	346.76	17.58	30001.34	31.34	2711.58	13.31
1954.06	28.96	1.45	2.62	26.90	1954.46	2.38	349.54	17.50	30367.70	31.62	2747.35	13.36
1954.07	30.13	1.46	2.62	26.90	1954.54	2.30	363.66	17.58	31721.86	31.66	2761.93	13.83
1954.08	30.73	1.46	2.63	26.90	1954.62	2.36	370.90	17.66	32481.95	31.70	2776.42	14.04
1954.09	31.45	1.47	2.63	26.80	1954.71	2.38	381.01	17.81	33497.01	31.86	2801.18	14.36
1954.10	32.18	1.49	2.68	26.80	1954.79	2.43	389.85	18.09	34407.07	32.43	2861.91	14.62
1954.11	33.44	1.52	2.72	26.80	1954.87	2.48	405.11	18.37	35889.40	32.99	2922.81	15.12
1954.12	34.97	1.54	2.77	26.70	1954.96	2.51	425.24	18.73	37810.29	33.68	2994.98	15.79
1955.01	35.60	1.55	2.83	26.70	1955.04	2.61	432.90	18.81	38630.81	34.45	3074.55	15.99
1955.02	36.79	1.55	2.90	26.70	1955.12	2.65	447.37	18.89	40062.59	35.22	3154.34	16.44
1955.03	36.50	1.56	2.96	26.70	1955.21	2.68	443.84	18.97	39888.36	35.99	3234.78	16.22
1955.04	37.76	1.56	3.05	26.70	1955.29	2.75	459.16	19.01	41407.70	37.05	3340.98	16.69
1955.05	37.60	1.57	3.13	26.70	1955.37	2.76	457.22	19.05	41375.41	38.10	3447.95	16.52
1955.06	39.78	1.57	3.22	26.70	1955.46	2.78	483.72	19.09	43918.27	39.16	3554.97	17.37
1955.07	42.69	1.59	3.29	26.80	1955.54	2.90	517.17	19.22	47100.57	39.90	3633.58	18.45
1955.08	42.43	1.60	3.37	26.80	1955.62	2.97	514.02	19.42	46961.12	40.79	3726.20	18.22
1955.09	44.34	1.62	3.44	26.90	1955.71	2.97	535.17	19.55	49041.52	41.52	3804.75	18.84
1955.10	42.11	1.63	3.50	26.90	1955.79	2.88	508.25	19.63	46724.99	42.24	3883.58	17.77
1955.11	44.95	1.63	3.56	26.90	1955.87	2.89	542.53	19.71	50027.26	42.97	3962.11	18.84
1955.12	45.37	1.64	3.62	26.80	1955.96	2.96	549.64	19.87	50835.79	43.85	4056.11	18.94
1956.01	44.15	1.67	3.64	26.80	1956.04	2.90	534.86	20.23	49624.75	44.14	4095.11	18.29
1956.02	44.43	1.70	3.67	26.80	1956.12	2.84	538.25	20.59	50098.70	44.42	4134.49	18.27
1956.03	47.49	1.73	3.69	26.80	1956.21	2.96	575.32	20.96	53711.68	44.70	4173.43	19.37
1956.04	48.05	1.75	3.66	26.90	1956.29	3.18	579.94	21.16	54307.66	44.17	4136.65	19.37
1956.05	46.54	1.78	3.63	27.00	1956.37	3.07	559.64	21.36	52572.90	43.65	4100.55	18.54
1956.06	46.27	1.80	3.60	27.20	1956.46	3.00	552.30	21.49	52051.78	42.97	4049.85	18.16
1956.07	48.78	1.81	3.55	27.40	1956.54	3.11	578.01	21.49	54643.63	42.10	3980.46	18.86
1956.08	48.49	1.83	3.51	27.30	1956.62	3.33	576.68	21.72	54688.88	41.70	3954.96	18.67
1956.09	46.84	1.84	3.46	27.40	1956.71	3.38	555.02	21.80	52807.45	41.00	3900.81	17.84
1956.10	46.24	1.81	3.44	27.50	1956.79	3.34	545.92	21.33	52110.56	40.65	3880.49	17.42
1956.11	45.76	1.77	3.43	27.50	1956.87	3.49	540.25	20.94	51736.16	40.46	3874.19	17.12
1956.12	46.44	1.74	3.41	27.60	1956.96	3.59	546.30	20.47	52478.07	40.11	3853.36	17.20
1957.01	45.43	1.74	3.41	27.60	1957.04	3.46	534.41	20.43	51500.29	40.07	3861.86	16.72
1957.02	43.47	1.73	3.40	27.70	1957.12	3.34	509.51	20.32	49263.65	39.89	3856.92	15.84
1957.03	44.03	1.73	3.40	27.80	1957.21	3.41	514.22	20.20	49881.59	39.71	3851.86	15.90
1957.04	45.05	1.73	3.41	27.90	1957.29	3.48	524.25	20.13	51016.96	39.64	3857.89	16.12
1957.05	46.78	1.73	3.41	28.00	1957.37	3.60	542.43	20.06	52949.58	39.58	3863.50	16.60
1957.06	47.55	1.73	3.42	28.10	1957.46	3.80	549.40	19.99	53792.20	39.52	3868.97	16.73
1957.07	48.51	1.74	3.44	28.30	1957.54	3.93	556.53	19.96	54653.27	39.43	3871.89	16.87
1957.08	45.84	1.75	3.45	28.30	1957.62	3.93	525.90	20.08	51809.45	39.62	3903.03	15.87
1957.09	43.98	1.76	3.47	28.30	1957.71	3.92	504.56	20.19	49873.00	39.81	3934.95	15.16
1957.10	41.24	1.77	3.44	28.30	1957.79	3.97	473.13	20.31	46933.12	39.43	3911.10	14.15
1957.11	40.35	1.78	3.40	28.40	1957.87	3.72	461.29	20.35	45926.78	38.91	3873.70	13.74
1957.12	40.33	1.79	3.37	28.40	1957.96	3.21	461.06	20.46	46073.80	38.53	3849.96	13.67
1958.01	41.12	1.78	3.29	28.60	1958.04	3.09	466.80	20.24	46816.40	37.39	3749.56	13.79
1958.02	41.26	1.78	3.22	28.60	1958.12	3.05	468.39	20.17	47144.36	36.52	3675.42	13.78
1958.03	42.11	1.77	3.14	28.80	1958.21	2.98	474.72	19.95	47948.81	35.40	3575.38	13.93
1958.04	42.34	1.76	3.07	28.90	1958.29	2.88	475.66	19.74	48209.99	34.49	3495.62	13.91
1958.05	43.70	1.74	3.00	28.90	1958.37	2.92	490.94	19.59	49923.96	33.70	3427.27	14.32
1958.06	44.75	1.73	2.93	28.90	1958.46	2.97	502.74	19.44	51288.21	32.92	3358.09	14.64
1958.07	45.98	1.73	2.91	29.00	1958.54	3.20	514.77	19.37	52680.86	32.62	3337.90	14.96
1958.08	47.70	1.73	2.90	28.90	1958.62	3.54	535.88	19.44	55006.38	32.54	3340.36	15.54
1958.09	48.96	1.73	2.88	28.90	1958.71	3.76	550.03	19.44	56625.62	32.35	3330.92	15.93
1958.10	50.95	1.74	2.88	28.90	1958.79	3.80	572.39	19.51	59094.58	32.39	3344.24	16.56
1958.11	52.50	1.74	2.89	29.00	1958.87	3.74	587.77	19.52	60850.30	32.32	3345.80	16.99
1958.12	53.49	1.75	2.89	28.90	1958.96	3.86	600.92	19.66	62381.90	32.47	3370.42	17.36
1959.01	55.62	1.76	2.96	29.00	1959.04	4.02	622.70	19.67	64812.44	33.18	3453.09	17.98
1959.02	54.77	1.76	3.04	28.90	1959.12	3.96	615.30	19.81	64214.62	34.11	3560.32	17.76
1959.03	56.16	1.77	3.11	28.90	1959.21	3.99	630.92	19.88	66017.25	34.94	3655.87	18.20
1959.04	57.10	1.78	3.21	29.00	1959.29	4.12	639.27	19.89	67064.22	35.90	3766.25	18.43
1959.05	57.96	1.78	3.30	29.00	1959.37	4.31	648.90	19.97	68248.84	36.98	3889.72	18.69
1959.06	57.46	1.79	3.40	29.10	1959.46	4.34	641.09	19.97	67602.62	37.93	4000.15	18.45
1959.07	59.74	1.80	3.41	29.20	1959.54	4.40	664.24	19.98	70219.92	37.92	4008.20	19.09
1959.08	59.40	1.80	3.42	29.20	1959.62	4.43	660.46	20.05	69996.91	38.03	4030.13	18.96
1959.09	57.05	1.81	3.43	29.30	1959.71	4.68	632.17	20.06	67175.36	38.01	4038.76	18.12
1959.10	57.00	1.82	3.42	29.40	1959.79	4.53	629.47	20.06	67065.85	37.73	4020.03	18.02
1959.11	57.23	1.82	3.40	29.40	1959.87	4.53	632.01	20.14	67515.25	37.58	4014.97	18.07
1959.12	59.06	1.83	3.39	29.40	1959.96	4.69	652.22	20.21	69854.04	37.44	4009.57	18.62
1960.01	58.03	1.87	3.39	29.30	1960.04	4.72	643.03	20.68	69054.66	37.56	4034.04	18.34
1960.02	55.78	1.90	3.39	29.40	1960.12	4.49	615.99	21.02	66339.53	37.44	4031.75	17.55
1960.03	55.02	1.94	3.39	29.40	1960.21	4.25	607.60	21.42	65627.92	37.44	4043.60	17.29
1960.04	55.73	1.94	3.35	29.50	1960.29	4.28	613.35	21.39	66441.99	36.83	3989.94	17.43
1960.05	55.22	1.95	3.30	29.50	1960.37	4.35	607.74	21.42	66027.36	36.36	3949.84	17.26
1960.06	57.26	1.95	3.26	29.60	1960.46	4.15	628.06	21.39	68428.96	35.76	3895.89	17.82
1960.07	55.84	1.95	3.26	29.60	1960.54	3.90	612.49	21.39	66926.18	35.79	3911.21	17.38
1960.08	56.51	1.95	3.27	29.60	1960.62	3.80	619.84	21.39	67923.96	35.83	3926.48	17.58
1960.09	54.81	1.95	3.27	29.60	1960.71	3.80	601.19	21.39	66075.91	35.87	3942.13	17.05
1960.10	53.73	1.95	3.27	29.80	1960.79	3.89	585.39	21.25	64533.78	35.63	3927.52	16.61
1960.11	55.47	1.95	3.27	29.80	1960.87	3.93	604.35	21.25	66818.83	35.63	3939.02	17.15
1960.12	56.80	1.95	3.27	29.80	1960.96	3.84	618.84	21.25	68616.69	35.63	3950.29	17.56
1961.01	59.72	1.95	3.21	29.80	1961.04	3.84	650.65	21.21	72340.14	34.97	3888.34	18.47
1961.02	62.17	1.94	3.15	29.80	1961.12	3.78	677.34	21.17	75504.04	34.32	3825.60	19.23
